ID;ISTAT_PROVINCIA;PROVINCIA;ISTAT;COMUNE;DENOMINAZIONE_DEL_MERCATO;INDIRIZZI;PERIODICITA_DEL_MERCATO;GIORNO_DI_MERCATO;FREQUENZA_SETTIMANALE;DALLE_ORE_ESTIVO;ALLE_ORE_ESTIVO;DAL;AL;ANNO_ISTITUZIONE_MERCATO;ISTITUZIONE_ALTRO_RIFERIMENTO_TEMPORALE;N_POST_ALIM;N_POST_NON_ALIM;N_POST_TOT;SUP_POST_NON_ALIM;SUP_POST_ALIM;SUP_POST_TOT;POSTI_DEST_PRODOTTI_TIPICI_LOMBARDI;POSTI_DEST_PRODOTTI_AGRICOLI;POSTI_DEST_PRODOTTI_FLOROVIVAISTICI
100574;15;MI;15192;SAN DONATO MILANESE;PIAZZA SANTA BARBARA;PIAZZA SANTA BARBARA;SETTIMANALE;MARTEDÌ;;08:00;13:30;;;1980;;8;17;25;535;260;795;0;1;0
100336;15;MI;15011;ASSAGO;VIA CORSICA;CORSICA;SETTIMANALE;GIOVEDÌ;;08:00;13:30;;;1997;;12;21;33;587.4;387;974.4;0;0;1
204616;15;MI;15113;INVERUNO;FIERA ANNUALE DI S. ANGELO;CENTRO CITTADINO;STAGIONALE;LUNEDÌ;;07:30;19:00;;;1933;;40;182;222;6433.67;1335.4;7769.07;0;0;0
100405;15;MI;15106;GESSATE;VIA A. MORO (SABATO);A. MORO, S.N.C;SETTIMANALE;SABATO;;08:30;13:30;;;2012;;17;14;31;555;740;1295;0;0;0
100404;15;MI;15106;GESSATE;VIA A. MORO (MARTEDI);MARTEDÌ, S.N.C;SETTIMANALE;MARTEDÌ;;08:30;13:30;;;1982;;29;17;46;655;1115;1770;0;2;1
440855;15;MI;15011;ASSAGO;VIA MATTEOTTI/ L. DA VINCI;VIA MATTEOTTI;SETTIMANALE;SABATO;;08:00;13:30;;;2012;;11;8;19;305;440;745;5;0;0
22084;15;MI;15209;SESTO SAN GIOVANNI;SESTO VECCHIO;P.GUERRA/CAIROLI/PADRE RAVASI;SETTIMANALE;SABATO;;07:00;13:00;;;;;32;81;113;2668;1065;3733;0;1;0
447082;15;MI;15113;INVERUNO;FIERA ANNUALE SAN MARTINO;CENTRO CITTADINO;STAGIONALE;DOMENICA;;;;;;1608;;40;182;222;6433.67;1335.4;7769.07;0;0;0
100560;15;MI;15182;RHO;MERCATO DI PIAZZA MARINAI D'ITALIA;PIAZZA MARINAI D'ITALIA;SETTIMANALE;GIOVEDÌ;;06:00;14:00;01-gen;31-dic;1982;;10;18;28;587;432;1019;0;2;0
447082;15;MI;15113;INVERUNO;FIERA ANNUALE SAN MARTINO;CENTRO CITTADINO;STAGIONALE;SABATO;;;;;;1608;;40;182;222;6433.67;1335.4;7769.07;0;0;0
100560;15;MI;15182;RHO;MERCATO DI PIAZZA MARINAI D'ITALIA;PIAZZA MARINAI D'ITALIA;SETTIMANALE;MARTEDÌ;;14:30;19:30;01-gen;31-dic;1982;;10;18;28;587;432;1019;0;2;0
100354;15;MI;15036;BUCCINASCO;VIA TIZIANO;TIZIANO, SNC;SETTIMANALE;VENERDÌ;;08:00;13:00;;;;;29;45;74;1458;1042;2500;0;1;0
100359;15;MI;15046;CANEGRATE;PIAZZALE  DEI DONATORI;PIAZZA DONATORI;SETTIMANALE;SABATO;;08:00;13:00;01-gen;31-dic;1992;;11;22;33;640;304;944;0;1;0
447082;15;MI;15113;INVERUNO;FIERA ANNUALE SAN MARTINO;CENTRO CITTADINO;STAGIONALE;LUNEDÌ;;;;;;1608;;40;182;222;6433.67;1335.4;7769.07;0;0;0
9991400;15;MI;15110;GREZZAGO;MERCATO DI GREZZAGO DEL VENERDÌ POMERIGGIO;V. TOGLIATTI - P.ZA A. MORO;SETTIMANALE;VENERDÌ;;14:00;18:00;;;1995;;5;7;12;280;200;480;0;1;0
100626;15;MI;15242;VIMODRONE;VIA MATTEOTTI;MATTEOTTI;SETTIMANALE;VENERDÌ;;08:00;13:00;;;;CIRCA METàA'NOVECENTO;25;49;74;1365.48;630.26;1995.74;0;1;0
100625;15;MI;15242;VIMODRONE;VIA DELLA GUASTA;LEOPARDI;SETTIMANALE;MARTEDÌ;;08:00;13:00;;;;CIRCA 1950;7;4;11;140;245;385;0;0;0
529826;15;MI;15154;NERVIANO;MERCATO SANT'ILARIO;VIA MARIANI;SETTIMANALE;MERCOLEDÌ;;07:00;13:30;;;2006;;10;10;20;260;285;545;0;0;0
100527;15;MI;15154;NERVIANO;MERCATO CAPOLUOGO;VIA GIUSEPPE TONIOLO;SETTIMANALE;SABATO;;07:00;13:30;;;;primi '900;33;55;88;2152.5;1220;3372.5;0;1;0
100605;15;MI;15211;SETTIMO MILANESE;VIA AIRAGHI;VIA ANGELO AIRAGHI, SNC;SETTIMANALE;SABATO;;08:00;13:00;;;;2000;5;7;12;270;188;458;0;1;0
9991420;15;MI;15219;TREZZANO ROSA;MERCATO DI TREZZANO ROSA DEL SABATO;;;;;;;;;;;;;;;;;;;
100606;15;MI;15211;SETTIMO MILANESE;VIA BUOZZI;VIA BUOZZI, SNC;SETTIMANALE;MERCOLEDÌ;;08:00;13:00;;;;2000;16;55;71;1684;519;2203;0;2;0
100431;15;MI;15146;MILANO;BASTIONI PORTA NUOVA;BASTIONI DI PORTA NUOVA;SETTIMANALE;SABATO;;07:30;14:00;;;1999;;31;16;47;233.75;364.5;598.25;0;0;0
100435;15;MI;15146;MILANO;QUARTIERE OLMI;VIA DELLE BETULLE;SETTIMANALE;SABATO;;07:30;14:00;01-gen;31-dic;1998;;18;10;28;181.5;280;461.5;0;1;0
100476;15;MI;15146;MILANO;VIA GAETA;VIA GAETA;SETTIMANALE;MERCOLEDÌ;;07:30;14:00;01-gen;31-dic;2002;;53;94;147;1147.85;654.55;1802.4;0;1;0
100418;15;MI;15130;MAGENTA;PIAZZA MERCATO;PIAZZA MERCATO, SC;SETTIMANALE;LUNEDÌ;;08:00;13:00;01-gen;31-dic;1970;;42;185;227;5297;1452.25;6749.25;0;2;0
61973;15;MI;15087;CORNAREDO;PIAZZA DELLA LIBERTA';PIAZZA DELLA LIBERTA', SNC;SETTIMANALE;VENERDÌ;;07:30;13:30;;;;primi anni '70;21;67;88;2930;770;3700;0;1;0
100607;15;MI;15211;SETTIMO MILANESE;VIA CACCIATORI DELLE ALPI;VIA CACCIATORI DELLA ALPI , SNC;SETTIMANALE;LUNEDÌ;;08:00;13:00;;;;2000;4;2;6;80;160;240;0;0;0
100463;15;MI;15146;MILANO;VIA CURIEL;VIA EUGENIO CURIEL;SETTIMANALE;VENERDÌ;;07:30;14:00;01-gen;31-dic;1997;;40;44;84;899;793.5;1692.5;0;0;0
100607;15;MI;15211;SETTIMO MILANESE;VIA CACCIATORI DELLE ALPI;VIA CACCIATORI DELLA ALPI , SNC;SETTIMANALE;GIOVEDÌ;;08:00;13:00;;;;2000;4;2;6;80;160;240;0;0;0
100554;15;MI;15178;POZZUOLO MARTESANA;VIA  A. MORO;;;;;;;;;;;;;;;;;;;
100459;15;MI;15146;MILANO;VIA CESARIANO (LUNEDI);VIA CESARE CESARIANO;SETTIMANALE;LUNEDÌ;;07:30;14:00;01-gen;31-dic;1998;;35;21;56;318;487.5;805.5;0;1;0
100493;15;MI;15146;MILANO;VIA PASCARELLA;VIA CESARE PASCARELLA;SETTIMANALE;MARTEDÌ;;07:30;14:00;01-gen;31-dic;2000;;33;36;69;476;445.65;921.65;0;0;0
100342;15;MI;15024;BINASCO;VIE  MARTIRI D'UNGHERIA E VIRGILIO;;;;;;;;;;;;;;;;;;;
712335;15;MI;15175;PIOLTELLO;VIA GRANDI ANGOLO VIA GORIZIA;;;;;;;;;;;;;;;;;;;
100385;15;MI;15081;COLOGNO MONZESE;CAPOLUOGO;VIA CALABRIA;;;;;;;;;;;;;;;;;;
100371;15;MI;15070;CERNUSCO SUL NAVIGLIO;VIA BUONARROTI;VIA MICHELANGELO BUONARROTI;SETTIMANALE;MERCOLEDÌ;;07:30;13:00;;;1997;;40;163;203;3960;1440;5400;0;2;0
100576;15;MI;15192;SAN DONATO MILANESE;VIA GRAMSCI;VIA ANTONIO GRAMSCI;SETTIMANALE;VENERDÌ;;08:00;13:30;;;1972;;24;71;95;2041;665;2706;0;1;0
529463;15;MI;15213;SOLARO;PIAZZA LIBERTA';PIAZZA DELLA LIBERTA';SETTIMANALE;GIOVEDÌ;;08:00;13:00;;;;ANNI 2000;16;33;49;1120;488;1608;0;0;3
100349;15;MI;15027;BOLLATE;MERCATO DEL MERCOLEDÌ;VIA VERBANIA;SETTIMANALE;MERCOLEDÌ;;08:00;13:00;;;;primi anni '70;5;6;11;180;165;345;0;1;0
640974;15;MI;15195;SAN GIULIANO MILANESE;MERCATO DI VIA FRATELLI CERVI;VIALE FRATELLI CERVI;SETTIMANALE;VENERDÌ;;07:30;13:30;;;2008;;8;14;22;392;224;616;0;1;0
960;15;MI;15173;PIEVE EMANUELE;VIA FIZZONASCO;;;;;;;;;;;;;;;;;;;
100582;15;MI;15201;SAN VITTORE OLONA;PIAZZA ALDO MORO;;;;;;;;;;;;;;;;;;;
100494;15;MI;15146;MILANO;VIA PISANI DOSSI;VIA CARLO ALBERTO PISANI DOSSI;SETTIMANALE;LUNEDÌ;;07:30;14:00;01-gen;31-dic;1999;;14;22;36;211;178.5;389.5;0;0;0
100507;15;MI;15146;MILANO;VIA STRESA;VIA STRESA;SETTIMANALE;VENERDÌ;;07:30;14:00;01-gen;31-dic;2000;;43;51;94;725.4;653.7;1379.1;0;1;0
100458;15;MI;15146;MILANO;VIA CESARIANO (GIOVEDI);VIA CESARE CESARIANO;SETTIMANALE;GIOVEDÌ;;07:30;14:00;01-gen;31-dic;2002;;31;21;52;346.5;418.5;765;0;1;0
841598;15;MI;15081;COLOGNO MONZESE;VIA PAPA GIOVANNI XXIII;VIA PAPA GIOVANNI XXIII;SETTIMANALE;MARTEDÌ;;08:00;13:00;;;1985;;36;54;90;1393;1102;2495;0;0;0
100597;15;MI;15209;SESTO SAN GIOVANNI;VIA FIORANI;VIA CRAXI;SETTIMANALE;MARTEDÌ;;07:00;13:00;;;;;4;3;7;90;120;210;0;0;0
100602;15;MI;15209;SESTO SAN GIOVANNI;VIA PADOVANI;VIA PADOVANI;SETTIMANALE;MERCOLEDÌ;;07:00;13:00;;;;;4;3;7;125;120;245;0;0;0
100590;15;MI;15209;SESTO SAN GIOVANNI;PIAZZA FARUFFINI;PIAZZA FARUFFINI;SETTIMANALE;VENERDÌ;;07:00;13:00;;;;;5;0;5;0;150;150;0;0;0
100598;15;MI;15209;SESTO SAN GIOVANNI;VIA FORLI' (GIOVEDI);VIA FORLI';SETTIMANALE;GIOVEDÌ;;07:00;13:00;;;;;5;5;10;150;150;300;0;0;0
100595;15;MI;15209;SESTO SAN GIOVANNI;VIA CAVALLOTTI;VIA CAVALLOTTI;SETTIMANALE;VENERDÌ;;07:00;13:00;;;;;9;10;19;305;290;595;0;0;0
100460;15;MI;15146;MILANO;VIA CICCOTTI;VIA ETTORE CICCOTTI;SETTIMANALE;SABATO;;07:30;18:00;01-gen;31-dic;2000;;34;31;65;394;675;1069;0;1;0
100461;15;MI;15146;MILANO;VIA ZOAGLI;VIA ADELE ZOAGLI;SETTIMANALE;VENERDÌ;;07:30;14:00;01-gen;31-dic;1998;;17;47;64;1250;410.5;1660.5;0;0;0
100627;15;MI;15243;VITTUONE;PIAZZA SIRONI;PIAZZA DON GIOVANNI SIRONI;SETTIMANALE;GIOVEDÌ;;08:00;13:00;;;;2004;11;31;42;1345;445;1790;0;2;1
100538;15;MI;15170;PERO;PIAZZA S. GIUSEPPE;PIAZZALE SAN GIUSEPPE;SETTIMANALE;GIOVEDÌ;;07:30;13:00;;;1995;;24;37;61;1325;887.25;2212.25;0;1;1
529464;15;MI;15224;TRUCCAZZANO;PARCHEGGIO VIA A. MORO;VIA ALDO MORO, SNC;SETTIMANALE;SABATO;;08:00;14:00;;;;PRIMI '900;1;2;3;105;32;137;0;0;1
9991340;15;MI;15209;SESTO SAN GIOVANNI;DE ZORZI;VIA DE ZORZI;SETTIMANALE;GIOVEDÌ;;07:00;13:00;;;;;12;11;23;279.3;327;606.3;0;0;0
27248;15;MI;15195;SAN GIULIANO MILANESE;MERCATO SERENELLA;VIA PAPA GIOVANNI XXIII;SETTIMANALE;MARTEDÌ;;07:30;13:30;;;2005;;10;10;20;268;331;599;0;1;0
529811;15;MI;15101;DRESANO;MERCATO SETTIMANALE DEL MARTEDI' PRESSO IL PARCHEGGIO DI VIA LEONARDO DA VINCI - PIAZZA EUROPA;VIA LEONARDO DA VINCI;SETTIMANALE;MARTEDÌ;;07:00;14:00;;;2001;;8;7;15;325;318;643;0;1;0
100615;15;MI;15221;TREZZO SULL'ADDA;MERCATO SETTIMANALE;VIA CAMILLO BENSO CAVOUR;;;;;;;;;;;;;;;;;;
9991261;15;MI;15183;ROBECCHETTO CON INDUNO;MERCATO SETTIMANALE;MANZONI/PIAZZA DEL POPOLO;SETTIMANALE;LUNEDÌ;;07:30;12:30;;;;;12;5;17;160;384;544;0;1;0
100603;15;MI;15209;SESTO SAN GIOVANNI;VIA RONDINELLA;ALFIERI/MONTI/TOTI/BALILLA;SETTIMANALE;SABATO;;07:00;13:00;;;;;20;95;115;2979;667;3646;0;2;0
100426;15;MI;15140;MELEGNANO;PIAZZA MATTEOTTI/PIAZZA IV NOVEMBRE (DOMENICA);PIAZZA GIACOMO MATTEOTTI;;;;;;;;;;;;;;;;;;
100427;15;MI;15140;MELEGNANO;PIAZZA MATTEOTTI/VIA ROMA (GIOVEDI);PIAZZA GIACOMO MATTEOTTI;;;;;;;;;;;;;;;;;;
100544;15;MI;15172;PESSANO CON BORNAGO;VIA ROMA - VIA DELLA FILANDA;VIA ROMA;;;;;;;;;;;;;;;;;;
64218;15;MI;15237;VIGNATE;MERCATO SETTIMANALE DEL MERCOLEDI';VIA ROMA;;;;;;;;;;;;;;;;;;
100578;15;MI;15195;SAN GIULIANO MILANESE;BORGOLOMBARDO;VIA G.PINCIROLI;;;;;;;;;;;;;;;;;;
100599;15;MI;15209;SESTO SAN GIOVANNI;VIA FORLI' (LUNEDI);VIA FORLI';SETTIMANALE;LUNEDÌ;;07:00;13:00;;;;;3;5;8;150;90;240;0;0;0
100561;15;MI;15182;RHO;MERCATO STORICO DEL LUNEDI';PIAZZA VISCONTI;;;;;;;;;;;;;;;;;;
100596;15;MI;15209;SESTO SAN GIOVANNI;VIA F.LLI DI DIO;VIA F.LLI DI DIO;SETTIMANALE;GIOVEDÌ;;07:00;13:00;;;;;2;0;2;0;60;60;0;0;0
100429;15;MI;15142;MELZO;MERCATO DEL MARTEDI';VIALE EUROPA;SETTIMANALE;MARTEDÌ;;07:00;12:30;;;;SI PRESUME GIA' ESISTENTE DOPO GLI ANNI 50;38;102;140;270;30;300;0;3;0
100536;15;MI;15168;PARABIAGO;VILLASTANZA;VIA MAGENTA;SETTIMANALE;MARTEDÌ;;07:30;13:30;;;1970;;7;6;13;230;260;490;1;1;1
100591;15;MI;15209;SESTO SAN GIOVANNI;SESTO NUOVO;BARACCA/BANDIERA/FERRARI/ST.DENI;SETTIMANALE;SABATO;;07:00;13:00;;;;;52;125;177;3717;1618;5335;0;2;1
100583;15;MI;15200;SANTO STEFANO TICINO;P.ZZA MERCATO;VIA ALESSANDRO MANZONI;;;;;;;;;;;;;;;;;;
100343;15;MI;15026;BOFFALORA SOPRA TICINO;PIAZZA  I MAGGIO;PIAZZA I MAGGIO, 1;SETTIMANALE;GIOVEDÌ;;08:00;12:00;;;;Meta' '900;6;6;12;90;90;180;0;1;0
100617;15;MI;15224;TRUCCAZZANO;PIAZZA ROMA;PIAZZA ROMA, SNC;SETTIMANALE;SABATO;;08:00;14:00;;;;PRIMI '900;3;3;6;125;112.5;237.5;0;0;0
100539;15;MI;15171;PESCHIERA BORROMEO;FRAZIONE LINATE;VIA ARCHIMEDE;SETTIMANALE;GIOVEDÌ;;08:00;14:00;;;;primi '900;9;9;18;315;315;630;0;1;0
100543;15;MI;15171;PESCHIERA BORROMEO;FRAZIONE SAN BOVIO;VIA TOSCANA;SETTIMANALE;MERCOLEDÌ;;08:00;14:00;;;;primi '900;9;9;18;315;315;630;0;1;0
100540;15;MI;15171;PESCHIERA BORROMEO;MERCATO FRAZIONE ZELOFORAMAGNO SABATO MATTINA;VIA DON LUIGI STURZO;SETTIMANALE;SABATO;;08:00;14:00;;;;primi '900;22;39;61;1117.5;697.5;1815;0;1;1
529803;15;MI;15005;ALBAIRATE;MERCATO COMUNALE;PIAZZA PAOLO VI;SETTIMANALE;GIOVEDÌ;;08:00;12:30;;;2002;;9;10;19;370;370;740;0;1;0
95948;15;MI;15072;CERRO MAGGIORE;PIAZZA FORZE ARMATE;PIAZZA DELLE FORZE ARMATE;SETTIMANALE;MERCOLEDÌ;;07:00;14:00;;;;primi 900;18;40;58;1200;630;1830;0;1;0
100542;15;MI;15171;PESCHIERA BORROMEO;FRAZIONE MEZZATE;VIA DELLA RESISTENZA;SETTIMANALE;GIOVEDÌ;;13:00;17:00;;;;primi '900;7;8;15;280;245;525;0;1;0
100428;15;MI;15142;MELZO;MERCATO DEL SABATO;VIA ACHILLE INVERNIZZI;;;;;;;;;;;;;;;;;;
100358;15;MI;15044;CAMBIAGO;VIA MONTELLO;MONTELLO;SETTIMANALE;LUNEDÌ;;08:00;14:00;;;;PRIMI '900;9;23;32;935;337.5;1272.5;0;1;0
100370;15;MI;15062;CASTANO PRIMO;MERCATO SETTIMANALE DEL SABATO;PIAZZA G.ARDIZZONE, SNC;SETTIMANALE;SABATO;;07:00;13:30;;;;N.D.;20;0;20;0;815;815;0;0;0
100368;15;MI;15062;CASTANO PRIMO;MERCATO SETTIMANALE DEL GIOVEDI';PIAZZA G.ARDIZZONE, SNC;SETTIMANALE;GIOVEDÌ;;07:00;13:30;01-gen;31-dic;;primi '800;21;64;85;1785;815;2600;0;1;0
100375;15;MI;15074;CESANO BOSCONE;PIAZZA FALCONE;PIAZZA GIOVANNI FALCONE;SETTIMANALE;MERCOLEDÌ;;08:00;13:30;;;;anni '80;38;77;115;2600;1277.25;3877.25;0;2;2
528947;15;MI;15146;MILANO;ADRIANO;VIA PUBLIO ELIO ADRIANO;SETTIMANALE;SABATO;;07:30;14:00;01-gen;31-dic;2002;;6;3;9;5.5;119.5;125;0;0;0
529824;15;MI;15146;MILANO;VIA AMPERE;VIA ANDREA MARIA AMPERE;SETTIMANALE;GIOVEDÌ;;07:30;14:00;01-gen;31-dic;1999;;92;94;186;1204;1219;2423;0;3;0
100338;15;MI;15012;BAREGGIO;VIA  S. SEBASTIANO;VIA VITTIME TORRI GEMELLE;SETTIMANALE;LUNEDÌ;;07:00;14:00;;;;anni '50;9;25;34;700;280;980;0;1;0
100337;15;MI;15012;BAREGGIO;PIAZZA CAVOUR;PIAZZA CAVOUR;SETTIMANALE;GIOVEDÌ;;07:00;14:00;;;;anni '50;19;46;65;1380;570;1950;0;1;2
100376;15;MI;15074;CESANO BOSCONE;VIA KULISCIOFF;VIA ANNA KULISCIOFF;SETTIMANALE;LUNEDÌ;;08:00;13:30;;;;anni '90;10;17;27;497.5;285;782.5;0;1;0
100624;15;MI;15248;VILLA CORTESE;PIAZZA MAZZUCCHELLI;PIAZZA MAZZUCCHELLI, SN;SETTIMANALE;VENERDÌ;;07:00;13:00;;;;CIRCA VENT'ANNI;8;23;31;980;385;1365;0;1;1
100391;15;MI;15086;CORMANO;VIA EUROPA;VIA EUROPA;SETTIMANALE;VENERDÌ;;07:30;13:30;;;1997;;18;34;52;1300.8;643.6;1944.4;0;1;0
